2022-07-02 00:00:47	723
2022-07-02 00:31:27	724
2022-07-02 01:02:07	725
2022-07-02 01:32:47	726
2022-07-02 02:03:28	727
2022-07-02 02:34:08	728
2022-07-02 03:04:49	729
2022-07-02 03:35:29	730
2022-07-02 04:06:10	731
2022-07-02 04:36:50	732
2022-07-02 05:07:31	732
2022-07-02 05:38:12	733
2022-07-02 06:08:53	734
2022-07-02 06:39:33	734
2022-07-02 07:10:14	734
2022-07-02 07:40:54	733
2022-07-02 08:11:34	732
2022-07-02 08:42:14	730
2022-07-02 09:12:53	728
2022-07-02 09:43:33	725
2022-07-02 10:14:12	722
2022-07-02 10:44:51	718
2022-07-02 11:15:29	714
2022-07-02 11:46:08	711
2022-07-02 12:16:47	708
2022-07-02 12:47:26	706
2022-07-02 13:18:04	705
2022-07-02 13:48:43	703
2022-07-02 14:19:22	702
2022-07-02 14:50:01	700
2022-07-02 15:20:40	699
2022-07-02 15:51:19	699
2022-07-02 16:21:58	699
2022-07-02 16:52:37	698
2022-07-02 17:23:16	698
2022-07-02 17:53:55	699
2022-07-02 18:24:34	699
2022-07-02 19:25:52	700
2022-07-02 19:56:31	701
2022-07-02 20:27:11	701
2022-07-02 20:57:50	702
2022-07-02 21:28:29	703
2022-07-02 21:59:09	704
2022-07-02 22:29:48	705
2022-07-02 23:00:28	706
2022-07-02 23:31:08	707
2022-07-03 00:01:48	708
2022-07-03 00:32:27	708
2022-07-03 01:03:07	709
2022-07-03 01:33:47	710
2022-07-03 02:04:26	711
2022-07-03 02:35:06	711
2022-07-03 03:05:46	712
2022-07-03 03:36:26	713
2022-07-03 04:07:06	714
2022-07-03 04:37:46	715
2022-07-03 05:08:26	715
2022-07-03 05:39:06	716
2022-07-03 06:09:46	716
2022-07-03 06:40:50	716
2022-07-03 07:41:46	715
2022-07-03 08:12:26	714
2022-07-03 08:43:06	712
2022-07-03 09:13:45	711
2022-07-03 09:44:25	709
2022-07-03 10:15:04	706
2022-07-03 11:16:22	700
2022-07-03 11:47:00	698
2022-07-03 12:17:39	695
2022-07-03 12:48:18	694
2022-07-03 13:18:57	692
2022-07-03 13:49:36	691
2022-07-03 14:20:15	689
2022-07-03 14:50:54	689
2022-07-03 15:21:33	687
2022-07-03 15:52:12	686
2022-07-03 16:22:51	687
2022-07-03 16:53:30	688
2022-07-03 17:24:09	688
2022-07-03 17:54:48	687
2022-07-03 18:25:27	688
2022-07-03 18:56:06	689
2022-07-03 19:26:46	690
2022-07-03 19:57:25	691
2022-07-03 20:28:05	692
2022-07-03 21:29:25	694
2022-07-03 22:00:05	695
2022-07-03 22:30:44	696
2022-07-03 23:01:24	697
2022-07-03 23:32:04	698
2022-07-04 00:02:44	698
2022-07-04 00:33:24	699
2022-07-04 01:04:04	700
2022-07-04 01:34:44	701
2022-07-04 02:05:24	702
2022-07-04 02:36:04	703
2022-07-04 03:06:45	703
2022-07-04 03:37:25	704
2022-07-04 04:08:05	704
2022-07-04 04:38:46	705
2022-07-04 05:09:26	705
2022-07-04 05:40:06	706
2022-07-04 06:10:46	706
2022-07-04 06:41:27	706
2022-07-04 07:12:07	706
2022-07-04 07:42:46	705
2022-07-04 08:13:26	704
2022-07-04 08:44:06	703
2022-07-04 09:14:45	702
2022-07-04 09:45:24	702
2022-07-04 10:16:04	701
2022-07-04 10:46:43	697
2022-07-04 11:17:23	695
2022-07-04 11:48:02	694
2022-07-04 12:18:41	695
2022-07-04 12:49:21	695
2022-07-04 13:20:00	691
2022-07-04 13:50:40	691
2022-07-04 14:21:19	691
2022-07-04 14:51:58	691
2022-07-04 15:22:38	694
2022-07-04 15:53:18	695
2022-07-04 16:23:58	696
2022-07-04 16:54:38	697
2022-07-04 17:25:19	697
2022-07-04 17:55:59	697
2022-07-04 18:26:39	698
2022-07-04 18:57:19	699
2022-07-04 19:27:59	699
2022-07-04 19:58:39	700
2022-07-04 20:29:19	700
2022-07-04 21:00:00	701
2022-07-04 21:30:40	702
2022-07-04 22:01:20	702
2022-07-04 22:32:00	703
2022-07-04 23:02:40	703
2022-07-04 23:33:20	703
2022-07-05 00:04:00	704
2022-07-05 00:34:40	705
2022-07-05 01:05:20	705
2022-07-05 01:36:00	706
2022-07-05 02:06:41	707
2022-07-05 03:08:01	708
2022-07-05 03:38:41	709
2022-07-05 04:09:21	709
2022-07-05 04:40:01	710
2022-07-05 05:10:41	710
2022-07-05 05:41:21	711
2022-07-05 06:12:01	711
2022-07-05 06:42:41	710
2022-07-05 07:44:01	709
2022-07-05 08:14:41	707
2022-07-05 08:45:20	705
2022-07-05 09:16:00	704
2022-07-05 10:17:18	702
2022-07-05 11:18:37	697
2022-07-05 11:49:16	696
2022-07-05 12:19:55	697
2022-07-05 12:50:34	696
2022-07-05 13:21:13	695
2022-07-05 13:51:52	694
2022-07-05 14:22:31	692
2022-07-05 14:53:10	690
2022-07-05 15:23:48	690
2022-07-05 15:54:27	690
2022-07-05 16:25:06	688
2022-07-05 16:55:45	688
2022-07-05 17:57:03	688
2022-07-05 18:27:42	689
2022-07-05 18:58:22	690
2022-07-05 19:29:01	690
2022-07-05 19:59:41	691
2022-07-05 20:30:20	691
2022-07-05 21:31:39	693
2022-07-05 22:02:19	693
2022-07-05 22:32:59	694
2022-07-05 23:03:38	694
2022-07-05 23:34:18	695
2022-07-06 00:04:58	696
2022-07-06 00:35:37	696
2022-07-06 01:06:17	697
2022-07-06 01:36:57	697
2022-07-06 02:07:37	697
2022-07-06 02:38:17	698
2022-07-06 03:08:57	698
2022-07-06 03:39:37	699
2022-07-06 04:10:17	699
2022-07-06 04:40:57	700
2022-07-06 05:11:37	700
2022-07-06 05:42:17	701
2022-07-06 06:12:57	701
2022-07-06 06:43:37	701
2022-07-06 07:14:17	701
2022-07-06 07:44:57	700
2022-07-06 08:15:37	699
2022-07-06 08:46:16	698
2022-07-06 09:16:56	697
2022-07-06 09:47:35	695
2022-07-06 10:18:14	694
2022-07-06 11:19:32	688
2022-07-06 11:50:11	686
2022-07-06 12:20:50	683
2022-07-06 12:51:29	680
2022-07-06 13:22:07	677
2022-07-06 13:52:46	675
2022-07-06 14:23:25	673
2022-07-06 14:54:03	671
2022-07-06 15:24:42	669
2022-07-06 15:55:21	669
2022-07-06 16:26:00	669
2022-07-06 16:56:38	668
2022-07-06 17:27:17	668
2022-07-06 17:57:56	668
2022-07-06 18:28:35	669
2022-07-06 18:59:14	669
2022-07-06 19:29:53	669
2022-07-06 20:00:33	670
2022-07-06 20:31:12	671
2022-07-06 21:01:51	672
2022-07-06 21:32:31	673
2022-07-06 22:03:10	674
2022-07-06 22:33:50	675
2022-07-06 23:04:30	675
2022-07-06 23:35:09	676
2022-07-07 00:05:49	677
2022-07-07 00:36:28	678
2022-07-07 01:07:08	678
2022-07-07 01:37:48	679
2022-07-07 02:08:27	680
2022-07-07 02:39:07	680
2022-07-07 03:09:47	680
2022-07-07 03:40:26	681
2022-07-07 04:11:06	682
2022-07-07 05:12:26	683
2022-07-07 05:43:06	683
2022-07-07 06:13:46	683
2022-07-07 06:44:26	683
2022-07-07 07:15:05	683
2022-07-07 07:45:45	682
2022-07-07 08:16:25	681
2022-07-07 08:47:04	680
2022-07-07 09:17:44	678
2022-07-07 09:48:23	676
2022-07-07 10:19:02	675
2022-07-07 10:49:41	672
2022-07-07 11:20:20	669
2022-07-07 11:50:59	665
2022-07-07 12:21:38	666
2022-07-07 12:52:17	666
2022-07-07 13:22:55	664
2022-07-07 13:53:34	663
2022-07-07 14:24:13	662
2022-07-07 14:54:52	661
2022-07-07 15:25:31	660
2022-07-07 16:26:49	660
2022-07-07 16:57:28	661
2022-07-07 17:28:07	661
2022-07-07 17:58:46	662
2022-07-07 18:29:26	663
2022-07-07 19:00:05	664
2022-07-07 19:30:44	664
2022-07-07 20:01:24	665
2022-07-07 20:32:03	666
2022-07-07 21:02:43	667
2022-07-07 21:33:22	667
2022-07-07 22:04:02	668
2022-07-07 22:34:42	668
2022-07-07 23:05:21	669
2022-07-07 23:36:01	670
2022-07-08 00:06:40	670
2022-07-08 00:37:20	671
2022-07-08 01:08:00	671
2022-07-08 01:38:39	671
2022-07-08 02:09:19	672
2022-07-08 02:39:59	672
2022-07-08 03:11:03	672
2022-07-08 03:41:18	673
2022-07-08 04:11:58	673
2022-07-08 04:42:38	674
2022-07-08 05:13:18	675
2022-07-08 05:43:58	675
2022-07-08 06:14:38	676
2022-07-08 06:45:17	676
2022-07-08 07:15:57	676
2022-07-08 07:46:37	675
2022-07-08 08:17:17	676
2022-07-08 08:47:57	675
2022-07-08 09:49:16	673
2022-07-08 10:50:35	669
2022-07-08 11:21:14	667
2022-07-08 11:52:17	667
2022-07-08 12:22:32	663
2022-07-08 12:53:10	661
2022-07-08 13:23:49	661
2022-07-08 13:54:28	661
2022-07-08 14:25:07	660
2022-07-08 14:55:46	660
2022-07-08 15:26:25	660
2022-07-08 15:57:04	662
2022-07-08 16:27:44	663
2022-07-08 16:58:23	664
2022-07-08 17:29:03	664
2022-07-08 17:59:42	664
2022-07-08 18:30:22	665
2022-07-08 19:01:01	665
